 "title" , "beschrijving" ,
 "Elektrisch verwarmingstoestel gebruikt voor lederbewerking" , "Oorspronkelijk gebruikt voor het opwarmen van lijmpotten." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: roulé avec apprêts. Kwast: noeud hongrois. Rok: torse moulinée. Kleur: groen." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: zogenaamde gland mèche. Kleur: lichtblauw, lichtroze en wit." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: unie. Twee kwasten: gland mèche. Kleur: groen." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel: unie en polonaise. Twee kwasten: omgekeerde koepel met knoopwerk, peer gerold met passé en croix. Keel: gerold. Rok: torse moulinée. Kleur: zwart." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: obus gerold met roulé-barré. Rok: torse moulinée. Kleur: beige." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: vorm gerold met roulé-barré. Rok: torse moulinée. Kleur: beige." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: turkse knoop, vorm gesatineerd met band in vlechtwerk. Rok: torse moulinée. Kleur: beige en goudgeel." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: turkse knoop, pain de sucre gesatineerd met tros. Rok: gesneden. Kleur: beige." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en câblé roulé à apprêts. Kwast: chardon bouclé, klok gerold met roulé-barré en tambouriné. Keel: chardon bouclé. Rok: bouclée met mèches. Kleur: roze." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: peer gerold met roulé-barré en tambouriné. Rok: torse moulinée. Kleur: zilver." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: peer gerold met roulé-barré en tambouriné. Keel: gerold. Rok: torse moulinée. Kleur: blauw en wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: omgekeerde koepel gesatineerd met roulé-barré, rol gesatineerd met roulé-barré, diabolo gesatineerd, rol gesatineerd met roulé-barré, diabolo gesatineerd, cuvette gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: groen, blauw, goudgeel en wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise. Kwast: knoop, omgekeerde koepel gesatineerd met roulé-barré, rol gesatineerd, pain de sucre gesatineerd met tros, cuvette gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: goud en lichtblauw." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise. Kwast: turkse knoop, omgekeerde koepel gesatineerd met roulé-barré, 3x rol gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: rood en beige." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: unie. Kwast: obus/biseau. Keel: gerold. Rok: gesneden. Kleur: roze, wit en beige." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise. Kwast: turkse knoop, klok gesatineerd met tros. Rok: torse moulinée. Kleur: geel en wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: chardon bouclé, radijs gesatineerd met roulé-barré.  Keel: chardon bouclé. Rok: torse moulinée. Kleur: donkerbruin en beige." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise. Kwast: chardon bouclé, biseau gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: bouclée. Kleur: verschillende tinten van groen." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: turkse knoop, chardon tondu, radijs gesatineerd met roulé-barré. Keel: chardon tondu. Rok: bouclée. Kleur: blauw." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: polonaise. Kwast: chardon bouclé, olijf gesatineerd met tros. Keel: chardon bouclé. Rok: met mèches. Kleur: roze." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: platte koepel, gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: bouclée. Kleur: bruin." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: unie. Twee kwasten: gland mèche. Kleur: lichtbruin." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit gevlochten galon, twee kwasten: chardon bouclé, platte vorm, gerold met hussardé. Keel: chardon bouclé. Rok: gesneden, torse moulinée en mèches. Kleur: roze en bruin." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit galon. Kwast: chardon bouclé, platte bol gerold met tros. Keel: chardon bouclé. Rok: gesneden. Kleur: roze en goud." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: chardon bouclé, flèche gerold met tros. Keel: chardon bouclé. Rok: torse moulinée. Kleur: beige." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en câblé roulé à apprêts. Kwast: omgekeerde koepel gesatineerd met roulé-barré à apprêts, diabolo gesatineerd, rol gesatineerd met roulé-barré, olijf gesatineerd met tros. Keel: knoopwerk. Rok: gesneden en torse moulinée. Kleur: goud en lichtbruin." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: chardon bouclé, peer gerold met tros. Keel: chardon bouclé. Rok: torse moulinée. Kleur: wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise, onderaan met bol, gesatineerd met roulé-barré. Kwast: knoop, bol gesatineerd met roulé-barré, chardon bouclé, peer gerold met passé en croix. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: rood, blauw en geel." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise met bovenaan voorbeeld voor een dikker model, onderaan met bol, gesatineerd met tros. Kwast: omgekeerde koepel, gesatineerd met roulé-barré, geschroefde rol gesatineerd, koepel gerold met roulé-barré. Keel: chardon tondu. Rok: torse moulinée met draden. Kleur: geelgoud en rood." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: turkse knoop, chardon bouclé, flèche gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met gelaagde mèches. Kleur: geelgoud, roze, blauw en wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: chardon bouclé, olijf gesatineerd met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: geel en rood." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: chardon tondu, klok, gerold met tros. Keel: chardon tondu. Rok: bouclée. Kleur: oranje en roze." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: unie. Twee kwasten: gland mèche. Kleur: oranje en roze." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: polonaise. Twee kwasten: gland mèche. Kleur: wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: gourde, gerold met tros. Keel: chardon bouclé. Rok: torse moulinée. Kleur: bruin, roze en wit." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: unie. Twee kwasten: gland mèche. Kleur: donkergroen." ,
 "Cordelière met 2 kwasten" , "Trekkoord met twee kwasten, bestaande uit kabel: unie en polonaise. Twee kwasten: klok gesatineerd met tros, chardon tondu, bol gesatineerd met roulé-barré. Keel: chardon tondu, Rok: torse moulinée. Kleur: wit en blauw." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: omgekeerde koepel, gesatineerd met roulé-barré, peer gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: lichtgroen en lichtbruin." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise. Kwast: chardon bouclé, gourde gesatineerd met tros. Keel: chardon bouclé. Rok: torse moulinée. Kleur: roze en goudbruin." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie. Kwast: chardon bouclé, olijf gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: roze." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel: unie en polonaise. Kwast: turkse knoop, klok gerold met vlechtwerk in midden. Keel: gerold. Rok: gesneden. Kleur: lichtgroen en bruin." ,
 "Gevlochten schuifring" , "Schuifring in vlechtwerk. Kleur: bruin." ,
 "Schuifring in cartonage" , "Schuifring gesatineerd met tros. Kleur: goud." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron giroline à picots met gesatineerd bourrelet en roulé-barré, in het midden een bouffette chardon tondu. Kleur: beige en lichtgroen." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macarons giroline à picots met chardon bouclé en gevlochten knop. Kleur: bruin, blauw en goud." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron gironline met chardon bouclé en in het midden een gevlochten knop. Kleur: paars." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron giroline met chardon bouclé en in het midden een gevlochten knop. Kleur: blauw en wit." ,
 "Bouton of knop als onderdeel voor het vervaardigen van passement" , "Bouton uit platte schijf, gesatineerd met roulé-barré en bouffette chardon tondu. Kleur: beige." ,
 "Bouffette als onderdeel voor het vervaardigen van passement" , "Bouffette chardon tondu. Kleur: lichtbruin en rood." ,
 "Bouffette als onderdeel voor het vervaardigen van passement" , "Bouffette chardon bouclé. Kleur: lichtgroen." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron bestaande uit (van onder naar boven): 6 gevlochten blaadjes met gevlochten knop, kabel, 6 gevlochten strookjes, bourrelet gesatineerd met roulé-barré, gevlochten knop. Kleur: groen en lichtbruin." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron giroline à picots met bourrelet gesatineerd met roulé-barré. Kleur: beige en bruin." ,
 "Macaron of rozet met 2 kwasten als onderdeel voor het vervaardigen van passement" , "Macaron: giroline met chardon tondu en bouclé. Twee kwasten: chardon tondu, gourde gerold met tros. Keel: chardon bouclé met crête. Rok: torse moulinée. Kleur: groen en wit." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macarons giroline met bouton. Kleur: lichtbruin en donkerbruin." ,
 "Staalkaart met macarons of rozetten als onderdeel voor het vervaardigen van passement" , "Kaart met twee macarons giroline à picots met chardon bouclé. Kleur: groen." ,
 "Staalkaart met macarons of rozetten als onderdeel voor het vervaardigen van passement" , "Kaart met 7 bouffettes chardon bouclé. Kleur: groen." ,
 "Staalkaart met macarons of rozetten als onderdeel voor het vervaardigen van passement" , "Kaart met 14 stalen met verschillende soorten macarons of bouffettes, onder andere bouffette paquet, bouffette chardon bouclé en bouffette chardon tondu. Kleur: lichtgroen." ,
 "Staalkaart met macarons of rozetten als onderdeel voor het vervaardigen van passement" , "Kaart met 6 stalen van verschillende soorten macarons. Kleur: beige, geel en wit." ,
 "Staalkaart met macarons of rozetten als onderdeel voor het vervaardigen van passement" , "Kaart met 12 stalen met verschillende soorten macarons. Kleur: donkerroze en wit." ,
 "Staalkaart met macarons of rozetten als onderdeel voor het vervaardigen van passement" , "Kaart met 7 stalen van verschillende soorten macarons met een rand in chardon bouclé. Kleur: groen en beige." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron giroline à picots met dubbele kwast in chardon bouclé. Kleur: roze." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron à flot floche met in het midden een bourrelet. Kleur: rood en bruin." ,
 "Monture de lustre" , "Montuur voor luchter, bestaande uit dikke kabel met tulp, kwast en versieringselement. Kabel: gerold. Tulp: rol gesatineerd met tros, chardon bouclé, crête, 2 x 10 tulpblaadjes in feuilles bourriche. Kwast: vorm gesatineerd met tros, keel: blaadjes in feuilles bourriche met rozetten in midden, crête, rok: torse moulinée met jasminen. Versieringselement: 2 x 5 blaadjes in feuilles bourriche, samengehouden met rozetten. Kleur: groen-blauw en roze." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron à flot de mèches. Giroline à picots met chardon bouclé. Kleur: blauw en wit." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron à flot de mèches. Giroline à picots met chardon bouclé. Kleur: verschillende tinten van blauw." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron à flot de mèches. Giroline met chardon bouclé en tondu. Kleur: wit en veelkleurig." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron à flot de mèches. Giroline met chardon bouclé en tondu. Kleur: verschillende tinten van groen." ,
 "Macaron of rozet met 2 kwasten als onderdeel voor het vervaardigen van passement" , "Knoop Louis XVI met twee kwasten. Knoop in vlechtwerk met rozet. Kwasten: chardon bouclé, vorm gesatineerd met roulé-barré en tambouriné. Keel: chardon bouclé. Rok: gesneden. Kleur: bruin." ,
 "Macaron of rozet met 2 kwasten als onderdeel voor het vervaardigen van passement" , "Macaron chardon bouclé. Twee kwasten: turkse knoop. Rok: bouclée. Kleur: rood en wit." ,
 "Cordelière met kwast" , "Trekkoord met kwast, bestaande uit kabel unie. Kwast: turkse knoop, gesatineerde pendentif, turkse knoop. Rok: gesneden. Kleur: wit." ,
 "Macaron of rozet met 2 kwasten als onderdeel voor het vervaardigen van passement" , "Macaron: giroline met chardon bouclé. Twee kwasten: chardon bouclé, bol gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: groen en geel." ,
 "Macaron of rozet met 2 kwasten als onderdeel voor het vervaardigen van passement" , "Macaron: giroline met chardon bouclé. Twee kwasten: turkse knoop. Rok: bouclé. Kleur: beige." ,
 "Macaron of rozet als onderdeel voor het vervaardigen van passement" , "Macaron à flot de mèches. Giroline à picots met chardon bouclé en tondu. Kleur: groen, bruin en goud." ,
 "Staalkaart met gelijkaardige macarons of rozetten met kwast als onderdeel voor het vervaardigen van passement" , "Kaart met drie macarons in eenzelfde serie met kleine verschillen in de vorm. Kleur: beige." ,
 "Staalkaart met macarons of rozetten met kwast als onderdeel voor het vervaardigen van passement" , "Kaart met 4 macarons: 1) gerold met gland plaque, 2) bouffette met gland mèche, 3) bouffette met gland plaque, 4) gevlochten met gland plaque." ,
 "Staalkaart met  macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline à picots met chardon bouclé. Kwast: peer gesatineerd met tros. Keel: chardon bouclé. Rok: deels gesneden, deels bouclée met mèches. Bevestigd op karton. Kleur: geel en bruin." ,
 "Macaron of rozet met vorm als onderdeel voor het vervaardigen van passement" , "Macaron guipure en chardon bouclé. Kwast: bol gesatineerd met roulé-barré, diabolo gesatineerd, olijf gesatineerd met tros en migrets, bol gesatineerd. Kleur: groen en verschillende tinten van bruin." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron gerold. Kwast is zogenaamde gland plaque. Kleur: blauw, wit en zwart." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline met chardon tondu. Kwast: gourde, gerold met tros. Keel: chardon tondu. Rok: torse moulinée. Kleur: bruin en wit." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline à picots met bourrelet. Kwast: drie groter wordende bollen gesatineerd met roulé-barré, waartussen diabolo gesatineerd. Rok: torse moulinée met traliewerk versierd met bouffettes en mèches. Kleur: groen en bruin." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron chardon bouclé. Kwast: chardon bouclé, bol gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: gevlamd en bouclée. Kleur: verschillende tinten van groen." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline met chardon bouclé. Kwast: chardon bouclé, bol gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: blauw en wit." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron chardon bouclé. Kwast: gland met turkse knoop, bouclée. Kleur: rood en wit." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline met chardon tondu. Kwast: bol gesatineerd met tros. Keel: chardon tondu. Rok: torse moulinée. Kleur: lichtgroen." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline met chardon tondu. Kwast: chardon tondu, flèche gerold met tros. Keel: chardon tondu. Rok: torse moulinée. Kleur: lichtgroen." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline à picots met chardon bouclé. Kwast: chardon bouclé, koepel gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: lichtgroen." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron giroline met chardon bouclé. Kwast: chardon bouclé, bol gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: deels gesneden, deels torse moulinée met draden. Kleur: blauw en rood." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron chardon bouclé. Kwast: peer gesatineerd met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: groen en geel." ,
 "Macaron of rozet met kwast als onderdeel voor het vervaardigen van passement" , "Macaron chardon bouclé. Kwast: klok gesatineerd met tros, chardon tondu, bol gesatineerd met passé en croix. keel: chardon tondu. Rok: torse moulinée versierd met jasminen (migrets). Kleur: beige." ,
 "Vlakke embrasse met crête, franje en jasminen" , "Embrasse bestaande uit galon met in midden en aan weerszijden crête (noeud simple). Onderaan rok met franje en jasminen, uiteinden met lus. Kleur: donkerroze en goud." ,
 "Gland of kwast met vormen, keel en rok" , "Kwast bestaande uit lus, kabel, keel met 5 vormen: bol gesatineerd met tros, rol gerold met guipure, trommel gerold met guipure, bol gerold met guipure en passé en croix. Keel: chardon bouclé. Rok: torse moulinée met torsades. Kleur: rood." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: bol gesatineerd met tros, chardon tondu, klok gerold met tros. Keel: chardon tondu met galerie. Rok: torse moulinée. Kleur: bruin en wit." ,
 "Embrasse câblée of gordijnkoord met schuifring om gordijn open te houden" , "Embrasse bestaande uit kabel, in midden bol gesatineerd met roulé-barré, aan weerszijden geflankeerd door bol gesatineerd met roulé-barré. Kleur: blauw." ,
 "Embrasse câblée of gordijnkoord met schuifring om gordijn open te houden" , "Embrasse bestaande uit kabel, in midden bol gesatineerd met roulé-barré, aan weerszijden geflankeerd door diabolo gesatineerd met chardon bouclé. Kleur: blauw en goud." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit kabel, 1x unie en 1x polonaise. Op twee plaatsen vastgehecht. Kleur: groen en beige." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit een kabel, unie, met 3x noeud de chaise. Aan beide zijden vastgehecht met tros. Kleur: lichtgroen." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit een kabel, combinatie unie en polonaise. Aan beide zijden vastgehecht. Kleur: groen, wit en rood." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit een kabel, combinatie unie en polonaise. Aan één zijde vastgehecht met tros. Kleur: lichtpaars en goud." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit een kabel unie. Aan weerszijden vastgehecht. Kleur: okergeel en roze." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit een kabel, combinatie 3x unie en 1x polonaise. Aan één zijde vastgehecht. Kleur: donkerroze." ,
 "Embrasse bestaande uit kabel" , "Embrasse bestaande uit een kabel, combinatie unie en polonaise. Eén zijde vastgehecht. Kleur: verschillende tinten lichtblauw-grijs." ,
 "Embrasse câblée of gordijnkoord om gordijn open te houden" , "Embrasse bestaande uit een kabel, combinatie unie en polonaise. Op twee plaatsen vastgehecht met tros. Kleur: lichtgeel en wit." ,
 "Bruinkleurige sierkam" , "Bruinkleurige sierkam in celluloid als immitatie van schildpad." ,
 "Verbruiksmeter voor gas van het merk Compagnie Belge pour la Fabrication des Compteurs" , "Ronde natte gasteller van het merk Compagnie Belge pour la Fabrication des Compteurs & Matériel, Gaz, Eau, Éléctricité, type Duplex 1. Aan de voorzijde opengewerkt.
Technisch: 5 becs." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur blinkend wit." ,
 "Spoel met inslaggaren voor passement" , "Spoel in hout omwonden met viscose (of rayon) garen met de kleur blinkend wit." ,
 "Schraper gebruikt voor lederbewerking" , "Grote metalen schraper uit de lederbewerking met een driehoekig getand schraapgedeelte voor het verwijderen van vleesresten op huiden." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof of hout omwonden met polyester garen met de kleur mat groen 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur groen." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met polyester garen met de kleur groen 2x100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur blinkend groen." ,
 "Spoel met inslaggaren voor passement" , "Spoel in hout omwonden met polyester garen met de kleur groen 110." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof of hout omwonden met viscose (of rayon) garen met de kleur mauve landlubber 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur mauve 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof of hout omwonden met viscose (of rayon) garen met de kleur rood 5016." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met polyester garen met de kleur rood." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur bordeaux 122 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur rood 83 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur rood van Levis, tweedraads 2x120." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof of hout omwonden met polyester garen met de kleur mat roze." ,
 "Spoel met inslaggaren voor passement" , "Spoel in hout omwonden met viscose (of rayon) garen met de kleur oranje 540 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur geel 8.661 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur glanzend geel." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof of hout omwonden met polyester garen met de kleur geel." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur beige." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester texturé garen met de kleur sterk beige." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur beige." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof of hout omwonden met polyester garen met de kleur twee tinten special veil'or 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met polyester garen met de kleur blauw 8.121-110." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur goud." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur goud." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur goud bleek veil'or." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur oriental gold 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur goud oriental 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met lurex garen met de kleur blinkend goud." ,
 "Spoel met inslaggaren voor passement" , "Spoel in hout omwonden met polyester garen met de kleur grijs 8.202-110." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur lichtgrijs." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur mat lichtgrijs." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met viscose (of rayon) garen met de kleur grijs 190 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur nieuw grijs smoock 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur grijs gummental 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met polyester garen met de kleur kleur licht grijs 8.707 110." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof of hout omwonden met polyester garen met de kleur mat turkoois 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur blinkend grijs." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur mat wit 110." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur blinkend wit." ,
 "Spoel met inslaggaren voor passement" , "Spoel in kunststof omwonden met viscose (of rayon) garen met de kleur wit 75." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur zilver 100." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur zilver 150." ,
 "Spoel met inslaggaren voor passement" , "Spoel in hout omwonden met polyester garen met de kleur mat wit." ,
 "Spoel met inslaggaren voor passement" , "Spoel van kunststof omwonden met polyester garen met de kleur zilver 150." ,
 "Kolomboormachine van het merk Sacré" , "Kolomboor van het merk Louis Sacré & Frères te Luik. Deze boormachine is afkomstig uit de spinnerij Desmet-Guequier. De Engelse bijnaam is “camelback drill” of kamelenrug en verwijst naar de twee aandrijfpunten, boven en onder. Zoals veel van de machines die in de textielfabrieken stonden, werd ze in het groen geschilderd. Sommige “oud-textiliens” hebben het over UCO-groen. De machine bestaat uit een voetplaat, een kolom en een hoofdgestel. De aandrijving is voorzien op het groot drijfwiel van de onderste as. Hierop zit ook een eerste kegel met drie versnellingsschijven. Een riem verbindt de onderste as met de bovenste van het hoofdgestel, waarop een tweede kegel met versnellingsschijven zit." ,
 "Kolenkachel van het merk Surdiac" , "Geëmailleerde kachel op steenkool. Van het merk Surdiac." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon marabout bouclé. Kleur: wit." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon marabout bouclé. Kleur: wit." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galons reps en onderaan festons. Kleur: wit." ,
 "Houten mal of vorm met spanvijs om hoeden uit te rekken" , "Houten mal die gebruikt wordt om hoeden op vorm te maken. Voorzien van een spanvijs." ,
 "Doos voor toiletzeep van het merk Dubois" , "Platte kartonnen doos voor verpakking van zeep van het merk Dubois, type 1920." ,
 "Elektromagnetische beveiliging voor elektrisch systeem" , "Technisch: 250V - 10A." ,
