 "title" , "beschrijving" ,
 "Plat bord 25 Seagull" , "Plat bord modelnummer 25 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een zich herhalend gestileerd floraal motief in donkerroze lijnen met groene en oranje details. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Soepbord 22 Seagull" , "Soepbord modelnummer 22 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Ceintuurgesp" , "Helft van een zilveren ceintuurgesp met bloemdecoratie. Een grote kelkvormige bloem in blauwgroen email wordt vergezeld van vijf kleinere bloemkelkjes in dezelfde kleurstelling. Het ontwerp is mogelijk van HC Craighton voor Liberty & Co. Het merk van Liberty en het stadsmerk staan waarschijnlijk op de andere helft van de gesp." ,
 "Houder voor zout-, peper- en mosterdvaatje 52 Seagull" , "Driehoekige houder voor zout-, peper- en mosterdvaatje modelnummer 52 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Zoutstrooier 52 A Seagull" , "Zoutstrooier modelnummer 52 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Twee nachttafels voor Villa Les Glycines" , "Aan het einde van zijn leven kreeg de Brusselse art-nouveau-architect Paul Hankar de opdracht om een buitenverblijf en atelier te ontwerpen voor de bevriende edelsmid Philippe Wolfers. Die had in 1899 samen met zijn broer Max en hun neef Albert een domein gekocht in Terhulpen waar ze elk een cottage lieten bouwen. Deze nachttafels zijn afkomstig uit Villa Les Glycerines, wat blauweregen betekent. Het spel van licht en donker hout en de gestileerde onderdelen zijn terugkerende elementen in ook de andere meubels van de villa. Het beslag en de opengewerkte panelen met vloeiende lijnen wijzen naar de art-nouveaustijl." ,
 "Twee nachttafels voor Villa Les Glycines" , "Aan het einde van zijn leven kreeg de Brusselse art-nouveau-architect Paul Hankar de opdracht om een buitenverblijf en atelier te ontwerpen voor de bevriende edelsmid Philippe Wolfers. Die had in 1899 samen met zijn broer Max en hun neef Albert een domein gekocht in Terhulpen waar ze elk een cottage lieten bouwen. Deze nachttafels zijn afkomstig uit Villa Les Glycerines, wat blauweregen betekent. Het spel van licht en donker hout en de gestileerde onderdelen zijn terugkerende elementen in ook de andere meubels van de villa. Het beslag en de opengewerkte panelen met vloeiende lijnen wijzen naar de art-nouveaustijl." ,
 "Vaasje 191 Seagull" , "Vaasje modelnummer 191 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Mosterdpot 52 C Seagull" , "Mosterdpot modelnummer 52 C behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Gebakschaal op voet 206 Seagull" , "Gebakschaal op voet modelnummer 206 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Lunchbord 26 Seagull" , "Lunchbord modelnummer 26 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Bestek 207 Moderne" , "Bestek 207 Moderne combineert een gestileerde, florale decoratie en een traditioneel ogende vorm. De elegante eenvoud geeft het bestek een uitgesproken belle époquekarakter. Al in 1896 werd een bestek 207 geleverd aan de firma Bonebakker te Amsterdam. Dit laat toe het ontwerp rond die tijd te dateren. Bestekmodel 207 komt meermaals in verkoopcatalogi voor. In de bestekcatalogus van circa 1905 geven vier grote platen een beeld van het gamma eet- en dienbestek." ,
 "Melkkan Digitale" , "Melkkan met decor van vingerhoedskruid (Digitalis). Een stengel met de typische bloemkelkjes en onderaan drie grote bladeren buigt zich langs een kant rond het corpusgedeelte. De dekselknop is een enkele digitalisbloem. Kenmerkend voor dit ontwerp zijn de conische vorm en de strakke, hoekige handvatten." ,
 "Vaas met leliedecor" , "Glazen vaas vervaardigd door Glasfabrik Johann Lötz Witwe in Bohemen. De buikige vaas van opaak glas is binnenin ondoorzichtig bruin en is aan de buitenzijde versierd met een iriserend patroon van golvende lijnen in groen-blauw en bruin (decortype ""Phänomen G[en]re 6893"" met ondergrond ""bronce""). Dit model kreeg in 1898 het productienummer 7492 (nr. 589 vanaf 1900). Het heeft een licht holle bodem. Op de buik van de vaas zijn in zilver gestileerde lelies uitgewerkt. Op 23 november 1898 zijn er 6 modellen 7492 met decor bronce Phänomen gemaakt; er wordt echter geen melding gemaakt van een zilveren opgelegd montuur. Mogelijk is dit dan ook later aangebracht." ,
 "Paar vaasjes met bosviooltjes" , "Paar aardewerken vaasjes met een polychroom decor van gele bosviooltjes en ranken tegen een blauwgroene achtergrond." ,
 "Vaasje met bosviooltjes" , "Aardewerken vaasje met een polychroom decor van gele bosviooltjes en ranken tegen een blauwgroene achtergrond." ,
 "Leerdam Unica MG 78161" , "De reeks 'Leerdam Unica' omvat de unieke creaties van Glasfabriek Leerdam naast de serieproductie. Mieke Groot ontwierp verschillende unica, waaronder deze kom met deksel. De kom is uitgevoerd in lichtgroen opaak glas." ,
 "Kom" , "Lage brede aardewerken kom, gedecoreerd met een abstract arabeskenmotief in grijsgroen op een donkerder groene ondergrond." ,
 "Messingen briefopener met heft in de vorm van een krokus" , "Messing briefopener met een krokus als uiteinde." ,
 "Haarborstel Lelies" , "Borstel van varkenshaar of balein in zilveren montuur met decor van deels gestileerde lelie. Maakt deel uit van een 13-delige toiletset in reiskoffer. Vervaardigd door Wolfers Frères voor de Gebr. Friedländer te Berlijn." ,
 "Kruikje 71 met klaprozen" , "Bolrond aardewerken kruikje met smalle rechte hals en gebogen handvat, modelnummer 71, polychroom gedecoreerd met paarse klaprozen en gestileerde stengels. Het decor is in donkere kleuren uitgewerkt; de ondergrond is donkergroen en bruin. Glanzend glazuur." ,
 "Drie champagneglazen" , "Set van drie fluitglazen voor champagne. Op de wanden van de glazen is een zweepslagmotief gegraveerd.
Léon Ledru ontwierp deze glazen voor Val-Saint-Lambert. Hij uitte zich hierin als een gelijkdenkende van Henry van de Velde, die zijn ontwerpen toejuichte." ,
 "Parfumfles Lelies" , "Parfumfles van kristal met stop van zilver met decor van deels gestileerde lelie. Maakt deel uit van een 13-delige toiletset in reiskoffer. Vervaardigd door Wolfers Frères voor de Gebr. Friedländer te Berlijn." ,
 "Kandelaar Iris" , "Bronzen kandelaar in de vorm van een naturalistische iris, waarvan drie bladeren naar beneden buigen en dienst doen als pootjes." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een gestileerd floraal motief in donkerroze, geel en groentingen. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Kruikje 344 met vogel" , "Aardewerken kruikje, modelnummer 344, in mat glazuur, gedecoreerd met een vogel zittend op een tak met bladeren en bloemen tegen een crème-witte ondergrond. Gesigneerd WvM, vermoedelijk te identificeren als Wilhelmina Josina van Maaren (°1886), die van 1912 tot 1920 werkzaam was als decorschilderes." ,
 "Vaasje" , "Laag steengoed vaasje met gedrukt lichaam, voorzien van een geschakeerde glazuur." ,
 "Vaas model 19 decor L" , "Slanke balustervormige vaas met decor van zwemmende discusvissen tussen waterplanten. Aan de ene zijde van de vaas zwemmen twee vissen, aan de andere zijde slechts één. De lichtgele vaas is afgewerkt met sterk reflecterende metaalglansglazuren. Het motief van de discusvissen is in donkerdere polychrome tinten naturalistisch doch engizins gestileerd uitgewerkt.
De vaas stamt uit de vroege periode van St. Lukas, toen de decors nog naturalistisch waren naar ontwerp van G.J.D. Offermans zelf." ,
 "Vaas Katten" , "Vaas met decor rondom hals van zittende katten. De vaas met gedrukte buik en gewelfde smallere hals staat op een standring. Ze is polychroom beschilderd in een donkere kleurstelling.
Het model van deze vaas komt ook voor bij de firma Wed. NSA Brantjes te Purmerend, maar de toeschrijving is twijfelachtig wegens het ontbreken van de juiste merken.
Met dank aan Saskia van den Berg, conservator Purmerends museum, voor de informatie." ,
 "Vaas 93 Violetta" , "Aardewerken vaas met het decor Violetta. Mogelijk is hiermee het decor Violette bedoeld. Glanzend glazuur. Gesigneerd NN." ,
 "Solifleur met reukerwtjes" , "Bolronde solifleur (vaas voor één bloem) met smalle hals in cameoglas. Op een zalmroze achtergrond zijn reukerwtjes in reliëf uitgesneden in groen-gouden tinten." ,
 "Vaas met patroon 'Fuchsia'" , "Balustervormige vaas met deksel model 413, beschilderd met decor Fuchsia, vervaardigd door de firma Goedewaagen. Het decor Fuchsia werd op diverse modellen van Goedewaagen aangebracht." ,
 "Vaas met deksel Kers" , "Balustervormige vaas met deksel model 413, beschilderd met decor Kers, vervaardigd door de firma Goedewaagen uit Gouda. Het koepelvormige deksel heeft een zeshoekige rand." ,
 "Vaas" , "Peervormige vaas in witbakkend aardewerk met gele en bruine glazuur over een decoratie in gele (?) en donkerbruine engobes. Op de wand van de vaas bevinden zich enkele uitgelengde slingerende S-vormige siermotieven die de uitgelengde peervorm van het object sterker accentueren. Een vaas met een identieke vorm en afmetingen maar met een andere kleur glazuur werd in 1976 door Thyl van de Velde, zoon van Henry van de Velde, geschonken aan het museum (inv.nr. 76/224)." ,
 "Theekop met narcis" , "Theekop in eierschaalporselein, gedecoreerd met een gele narcis. Gelijkaardige koppen met naturalistische bloemmotieven zijn vervaardigd in 1907 en 1910. Mogelijk is dit het modelnummer 285." ,
 "Vaas met zonnebloem" , "Aardewerken vaas met twee grote oren, beschilderd aan weerszijden met een grote zonnebloem op een bruine ondergrond. De merken onderop de vaas zijn volledig afgesleten en niet meer leesbaar. Gelet op de vormgelijkenis kan de vaas misschien vervaardigd zijn door Rozenburg (Den Haag) of Wed. Brantjes (Purmerend).
" ,
 "Plat bord 25 Seagull" , "Plat bord modelnummer 25 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Plat bord 25 Seagull" , "Plat bord modelnummer 25 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Distelvaas met wegdraaiende oren" , "Aardewerken blauwe gespikkelde vaas met slingerende oren, met de voorstelling van oranje distels temidden van gras; decor uitgevoerd in diverse engobes, voorzien van een transparante glanzende glazuur;
modelnummer 39A, verkoopcatalogus plaat 2; de vaas met modelnummer 39 is qua vorm en grootte gelijkaardig maar heeft negen rechte, verticaal geplaatste oren" ,
 "Pique-fleur 124 met klaprozen" , "Lage aardewerken vaas, modelnummer 124, met polychroom decor van klaprozen en bladeren, tegen een crème-witte ondergrond. De vaas had vroeger een metalen rooster als deksel om als pique-fleur te dienen. Gesigneerd H.B." ,
 "Asbak Meikever op eikenblad" , "Asbak in de vorm van een hoopje eikenbladeren. In het midden van de asbak zit een meikever, aan de zijkant liggen twee eikels.
De asbak is mogelijk een ontwerp van Henri Bergé voor Daum. Bergé heeft in samenwerking met Amalric Walter verschillende objecten gedecoreerd met insecten vervaardigd. Het is niet gesigneerd met zijn naam." ,
 "Suikerpot Le Maraudeur" , "De zilveren suikerpot versierd met roggenhuidpatroon en een klauterende putto is binnenin verguld. Hij maakt deel uit van een vierdelig koffieservies gekend onder de naam ""Le Maraudeur""." ,
 "Kan 1008 met vlinders" , "Afgeplatte kan met klein oortje en kleine schenktuit, model 1008, decor A. Op een groene basis zijn florale motieven en vlinders aangebracht in bruin, geel, paars en blauw." ,
 "Theekop" , "Porseleinen theekop met floraal decor." ,
 "Vazen Katten" , "Stel vazen met decor rondom hals van zittende katten. De vazen met gedrukte buik en gewelfde smallere hals staan op een standring. Ze zijn polychroom beschilderd in een donkere kleurstelling.
Het model van deze vazen komt ook voor bij de firma Wed. NSA Brantjes te Purmerend, maar de toeschrijving is twijfelachtig wegens het ontbreken van de juiste merken.
Met dank aan Saskia van den Berg, conservator Purmerends museum, voor de informatie." ,
 "Lunchbord 26 Seagull" , "Lunchbord modelnummer 26 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Vaas 31 met P-decor" , "Kruikvormige aardewerken vaas met twee oren, modelnummer 31, polychroom beschilderd met P-decor met een bontgekleurde vogel zittend op een tak met bladeren en vruchten. De vaas is mat geglazuurd. Gesigneerd HB (?)." ,
 "Witmetalen briefopener met vrouwenfiguur" , "Gepatineerd witmetalen briefopener. Het uiteinde is in reliëf versierd met een halflijfs afgebeelde naakte vrouw op de rug gezien, die in haar opgestoken rechterhand een bloemenslinger vasthoudt. Op de achterzijde is in laagreliëf een versiering van gingkobladeren aangebracht." ,
 "Vaas decor Gelri" , "Smalle balustervormige aardewerken vaas met decor ""Gelri"". Het decor bestaat uit een grote tricolore viool die aan weerszijden op de buik is geschilderd. De ondergrond is zeer donker. Het decor Gelri is op verschillende modellen van de Arnhemse Fayencefabriek gebruikt.
De benaming Gelri is mogelijk afgeleid van de gelijknamige stad in India." ,
 "Vaasje met bloemen" , "Aardewerken kalebasvormig vaasje met blauwe grond waarop in laagreliëf een plant met gele bloemen" ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een gestileerd floraal motief in donkerroze tinten en geel. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een zich herhalend gestileerd floraal motief in lila, wit en groentingen. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een gestileerd floraal motief in donkerroze en gele accenten. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een zich herhalend gestileerd floraal motief in donkerroze, oranje en groen. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een zich herhalend gestileerd floraal motief in rozetinten, blauw, geel en oranjetinten. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Schoteltje van theekop" , "Porseleinen schoteltje met floraal decor." ,
 "Vaas met verzilverd montuur" , "Glazen vaas met geel iriserend oppervlak, aan de opening en centraal op de vaas afgewerkt met een rand en een siermotief in verzilverd metaal. In de gestileerde fries is invloed uit de Weense art nouveau duidelijk aanwezig.
De vaas is waarschijnlijk vervaardigd in Bohemen, maar wacht nog op een preciezere toeschrijving aan een glasfabriek.
Het gevlekte patroon op de buik toont verwantschap met het decor Papillon van Glasfabrik Johann Lötz Witwe; op de hals is het patroon als het ware verticaal uitgeveegd, alsof het de uitlenging van de hals volgt. De vaas met zilveren montuur inv. nr. 87/1084 vertoont een gelijkaardig gevlekt en uitgeveegd patroon." ,
 "Jardinière" , "Glazen jardinière waarvan het montuur ontbreekt. De kom is van doorzichtig geel glas met daarover een mat grijsgroene laag. De matte laag spaart een symmetrisch art-nouveaumotief uit aan weerszijden van de kom. De uitsparingen zijn omzoomd door een rode band. Tussen de uitsparingen staat een gestileerd takje met vijf armen waarop rode bolletjes; in de uitsparingen kronkelen stengels met hartvormen omhoog.
De jaridnière bezit thans nog enkel zijn tinnen standring. Op deze standring is echter aan weerszijden de beschadiging van een afgebroken element zichtbaar. Op de wand van de kom zijn tevens sporen van een omvattend montuur zichtbaar, op de matte laag aan weerszijden tussen het uitgespaarde motief. Het montuur liep vanaf de standring naar boven en vertakte zich onder de rand links en rechts golvend in een motief met bolletjes, zoals ook op het glas is afgebeeld. De bovenrand van de glazen kom vertoont sporen van slijtage. De gedecoreerde zijkanten van het montuur waren dus bevestigd aan een ring die op de bovenrand was gemonteerd.
De jardinière is zonder montuur in bezit gekomen van de schenker." ,
 "Vaas 31 met irissen" , "Kruikvormige aardewerken vaas met twee oren, modelnummer 31, beschilderd met decor ""Gouda"" met irissen. Op een donkere groen-blauwe ondergrond is een decor met irissen en kronkelende stengels aangebracht. De vaas is glanzend geglazuurd." ,
 "Vaas met veelkleurig glazuur en goudaccenten" , "De hals en de band boven de standring hebben een lichtblauwe craquelé glazuur en donkerblauwe toetsen (hals) of boogjes gehoogd met goud (onderrand). Het lichaam van de vaas is groen craquelé geglazuurd met als versiering lichtblauwe toetsen omgeven door donkerblauwe krullen met gouden hoogsels." ,
 "Boterschaaltje 200 Seagull" , "Boterschaaltje modelnummer 200 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Soepbord 22 Seagull" , "Soepbord modelnummer 22 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Seagull 26" , "Dit lunchbord behoort tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Lunchbord 26 Seagull" , "Lunchbord modelnummer 26 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Plat bord 25 Seagull" , "Plat bord modelnummer 25 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Plat bord 25 Seagull" , "Plat bord modelnummer 25 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Lunchbord 26 Seagull" , "Lunchbord modelnummer 26 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Schoteltje 102 Seagull" , "Schoteltje modelnummer 102 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
